"County","State","Contract ID","Organization Name","Organization Type","Plan Type","SSA Code","FIPS Code","Enrolled"
"Clare","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23170","26035","37"
"Clare","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23170","26035","2124"
"Clare","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23170","26035","61"
"Clinton","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23180","26037","42"
"Clinton","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23180","26037","147"
"Clinton","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23180","26037","17"
"Clinton","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23180","26037","221"
"Clinton","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23180","26037","514"
"Clinton","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23180","26037","75"
"Clinton","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23180","26037","1721"
"Clinton","MI","H6787","VOANS SENIOR COMMUNITY CARE OF MICHIGAN, INC.","National PACE","National PACE","23180","26037","17"
"Clinton","MI","H7646","PHP MEDICARE","Local CCP","HMO/HMOPOS","23180","26037","428"
"Clinton","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23180","26037","322"
"Clinton","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23180","26037","22"
"Clinton","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23180","26037","5306"
"Clinton","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23180","26037","20"
"Crawford","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23190","26039","19"
"Crawford","MI","H2247","UNITEDHEALTHCARE COMMUNITY PLAN, INC.","Local CCP","HMO/HMOPOS","23190","26039","24"
"Crawford","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23190","26039","194"
"Crawford","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23190","26039","85"
"Crawford","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23190","26039","61"
"Crawford","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23190","26039","72"
"Crawford","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23190","26039","163"
"Crawford","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23190","26039","152"
"Crawford","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23190","26039","963"
"Crawford","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23190","26039","24"
"Delta","MI","H1977","UPPER PENINSULA HEALTH PLAN, LLC","Demo","Medicare-Medicaid Plan HMO/HMOPOS","23200","26041","593"
"Delta","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23200","26041","98"
"Delta","MI","H2161","UPPER PENINSULA HEALTH PLAN, LLC","Local CCP","HMO/HMOPOS","23200","26041","127"
"Delta","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23200","26041","220"
"Delta","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23200","26041","29"
"Delta","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23200","26041","419"
"Delta","MI","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","23200","26041","51"
"Delta","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23200","26041","2632"
"Delta","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23200","26041","111"
"Dickinson","MI","H1977","UPPER PENINSULA HEALTH PLAN, LLC","Demo","Medicare-Medicaid Plan HMO/HMOPOS","23210","26043","354"
"Dickinson","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23210","26043","107"
"Dickinson","MI","H2161","UPPER PENINSULA HEALTH PLAN, LLC","Local CCP","HMO/HMOPOS","23210","26043","92"
"Dickinson","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23210","26043","104"
"Dickinson","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23210","26043","15"
"Dickinson","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23210","26043","413"
"Dickinson","MI","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","23210","26043","60"
"Dickinson","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23210","26043","1322"
"Dickinson","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23210","26043","78"
"Eaton","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23220","26045","107"
"Eaton","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23220","26045","527"
"Eaton","MI","H2322","ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","23220","26045","13"
"Eaton","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23220","26045","16"
"Eaton","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23220","26045","152"
"Eaton","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23220","26045","773"
"Eaton","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23220","26045","46"
"Eaton","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23220","26045","2621"
"Eaton","MI","H6787","VOANS SENIOR COMMUNITY CARE OF MICHIGAN, INC.","National PACE","National PACE","23220","26045","40"
"Eaton","MI","H7646","PHP MEDICARE","Local CCP","HMO/HMOPOS","23220","26045","604"
"Eaton","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23220","26045","666"
"Eaton","MI","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","23220","26045","22"
"Eaton","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23220","26045","54"
"Eaton","MI","H8908","HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Local CCP","HMO/HMOPOS","23220","26045","14"
"Eaton","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23220","26045","7816"
"Eaton","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23220","26045","37"
"Emmet","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23230","26047","59"
"Emmet","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23230","26047","716"
"Emmet","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23230","26047","317"
"Emmet","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23230","26047","88"
"Emmet","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23230","26047","72"
"Emmet","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23230","26047","197"
"Emmet","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23230","26047","185"
"Emmet","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23230","26047","33"
"Emmet","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23230","26047","1839"
"Emmet","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23230","26047","55"
"Genesee","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23240","26049","182"
"Genesee","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23240","26049","742"
"Genesee","MI","H2322","ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","23240","26049","511"
"Genesee","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23240","26049","9305"
"Genesee","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23240","26049","1001"
"Genesee","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23240","26049","291"
"Genesee","MI","H5475","MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","Local CCP","HMO/HMOPOS","23240","26049","3117"
"Genesee","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23240","26049","847"
"Genesee","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23240","26049","5083"
"Genesee","MI","H5926","MOLINA HEALTHCARE OF MICHIGAN, INC.","Local CCP","HMO/HMOPOS","23240","26049","2800"
"Genesee","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23240","26049","916"
"Genesee","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23240","26049","82"
"Genesee","MI","H8769","GENESYS AMBULATORY HEALTH SERVICES, INC.","National PACE","National PACE","23240","26049","136"
"Genesee","MI","H8908","HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Local CCP","HMO/HMOPOS","23240","26049","1151"
"Genesee","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23240","26049","24171"
"Genesee","MI","H9861","RELIANCE HMO, INC.","Local CCP","HMO/HMOPOS","23240","26049","74"
"Genesee","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23240","26049","252"
"Gladwin","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23250","26051","30"
"Gladwin","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23250","26051","266"
"Gladwin","MI","H2322","ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","23250","26051","45"
"Gladwin","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23250","26051","121"
"Gladwin","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23250","26051","91"
"Gladwin","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23250","26051","336"
"Gladwin","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23250","26051","327"
"Gladwin","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23250","26051","324"
"Gladwin","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23250","26051","330"
"Gladwin","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23250","26051","30"
"Gladwin","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23250","26051","1987"
"Gladwin","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23250","26051","52"
"Gogebic","MI","H1977","UPPER PENINSULA HEALTH PLAN, LLC","Demo","Medicare-Medicaid Plan HMO/HMOPOS","23260","26053","293"
"Gogebic","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23260","26053","36"
"Gogebic","MI","H2161","UPPER PENINSULA HEALTH PLAN, LLC","Local CCP","HMO/HMOPOS","23260","26053","41"
"Gogebic","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23260","26053","69"
"Gogebic","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23260","26053","12"
"Gogebic","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23260","26053","179"
"Gogebic","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23260","26053","964"
"Gogebic","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23260","26053","111"
"Grand Traverse","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23270","26055","173"
"Grand Traverse","MI","H2247","UNITEDHEALTHCARE COMMUNITY PLAN, INC.","Local CCP","HMO/HMOPOS","23270","26055","86"
"Grand Traverse","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23270","26055","3202"
"Grand Traverse","MI","H4256","PACE NORTH, INC.","National PACE","National PACE","23270","26055","27"
"Grand Traverse","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23270","26055","1496"
"Grand Traverse","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23270","26055","233"
"Grand Traverse","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23270","26055","406"
"Grand Traverse","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23270","26055","511"
"Grand Traverse","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23270","26055","481"
"Grand Traverse","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23270","26055","79"
"Grand Traverse","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23270","26055","4377"
"Grand Traverse","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23270","26055","112"
"Gratiot","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23280","26057","23"
"Gratiot","MI","H2247","UNITEDHEALTHCARE COMMUNITY PLAN, INC.","Local CCP","HMO/HMOPOS","23280","26057","37"
"Gratiot","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23280","26057","287"
"Gratiot","MI","H2322","ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","23280","26057","19"
"Gratiot","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23280","26057","140"
"Gratiot","MI","H2882","PACE CENTRAL MICHIGAN, INC.","National PACE","National PACE","23280","26057","14"
"Gratiot","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23280","26057","66"
"Gratiot","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23280","26057","231"
"Gratiot","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23280","26057","99"
"Gratiot","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23280","26057","547"
"Gratiot","MI","H7646","PHP MEDICARE","Local CCP","HMO/HMOPOS","23280","26057","81"
"Gratiot","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23280","26057","340"
"Gratiot","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23280","26057","13"
"Gratiot","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23280","26057","1956"
"Gratiot","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23280","26057","23"
"Hillsdale","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23290","26059","29"
"Hillsdale","MI","H2247","UNITEDHEALTHCARE COMMUNITY PLAN, INC.","Local CCP","HMO/HMOPOS","23290","26059","155"
"Hillsdale","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23290","26059","992"
"Hillsdale","MI","H2322","ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","23290","26059","13"
"Hillsdale","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23290","26059","59"
"Hillsdale","MI","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","23290","26059","22"
"Hillsdale","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23290","26059","141"
"Hillsdale","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23290","26059","355"
"Hillsdale","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23290","26059","53"
"Hillsdale","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23290","26059","279"
"Hillsdale","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23290","26059","359"
"Hillsdale","MI","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","23290","26059","24"
"Hillsdale","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23290","26059","24"
"Hillsdale","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23290","26059","1809"
"Hillsdale","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23290","26059","69"
"Houghton","MI","H1977","UPPER PENINSULA HEALTH PLAN, LLC","Demo","Medicare-Medicaid Plan HMO/HMOPOS","23300","26061","533"
"Houghton","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23300","26061","51"
"Houghton","MI","H2161","UPPER PENINSULA HEALTH PLAN, LLC","Local CCP","HMO/HMOPOS","23300","26061","56"
"Houghton","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23300","26061","95"
"Houghton","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23300","26061","23"
"Houghton","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23300","26061","223"
"Houghton","MI","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","23300","26061","20"
"Houghton","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23300","26061","2210"
"Houghton","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23300","26061","61"
"Huron","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23310","26063","21"
"Huron","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23310","26063","85"
"Huron","MI","H2322","ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","23310","26063","44"
"Huron","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23310","26063","183"
"Huron","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23310","26063","111"
"Huron","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23310","26063","175"
"Huron","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23310","26063","56"
"Huron","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23310","26063","188"
"Huron","MI","H5926","MOLINA HEALTHCARE OF MICHIGAN, INC.","Local CCP","HMO/HMOPOS","23310","26063","22"
"Huron","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23310","26063","315"
"Huron","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23310","26063","2023"
"Huron","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23310","26063","96"
"Ingham","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23320","26065","168"
"Ingham","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23320","26065","438"
"Ingham","MI","H2322","ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","23320","26065","23"
"Ingham","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23320","26065","79"
"Ingham","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23320","26065","622"
"Ingham","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23320","26065","1672"
"Ingham","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23320","26065","77"
"Ingham","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23320","26065","3600"
"Ingham","MI","H6787","VOANS SENIOR COMMUNITY CARE OF MICHIGAN, INC.","National PACE","National PACE","23320","26065","103"
"Ingham","MI","H7646","PHP MEDICARE","Local CCP","HMO/HMOPOS","23320","26065","1136"
"Ingham","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23320","26065","481"
"Ingham","MI","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","23320","26065","43"
"Ingham","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23320","26065","189"
"Ingham","MI","H8908","HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Local CCP","HMO/HMOPOS","23320","26065","1162"
"Ingham","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23320","26065","13331"
"Ingham","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23320","26065","110"
"Ionia","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23330","26067","13"
"Ionia","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23330","26067","1830"
"Ionia","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23330","26067","14"
"Ionia","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23330","26067","379"
"Ionia","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23330","26067","85"
"Ionia","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23330","26067","20"
"Ionia","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23330","26067","815"
"Ionia","MI","H7646","PHP MEDICARE","Local CCP","HMO/HMOPOS","23330","26067","126"
"Ionia","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23330","26067","367"
"Ionia","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23330","26067","64"
"Ionia","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23330","26067","3007"
"Ionia","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23330","26067","51"
"Iosco","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23340","26069","35"
"Iosco","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23340","26069","266"
"Iosco","MI","H2322","ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","23340","26069","27"
"Iosco","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23340","26069","229"
"Iosco","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23340","26069","118"
"Iosco","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23340","26069","149"
"Iosco","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23340","26069","21"
"Iosco","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23340","26069","314"
"Iosco","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23340","26069","339"
"Iosco","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23340","26069","29"
"Iosco","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23340","26069","2149"
"Iosco","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23340","26069","53"
"Iron","MI","H1977","UPPER PENINSULA HEALTH PLAN, LLC","Demo","Medicare-Medicaid Plan HMO/HMOPOS","23350","26071","208"
"Iron","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23350","26071","60"
"Iron","MI","H2161","UPPER PENINSULA HEALTH PLAN, LLC","Local CCP","HMO/HMOPOS","23350","26071","49"
"Iron","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23350","26071","57"
"Iron","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23350","26071","27"
"Iron","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23350","26071","214"
"Iron","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23350","26071","821"
"Iron","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23350","26071","46"
"Isabella","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23360","26073","22"
"Isabella","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23360","26073","281"
"Isabella","MI","H2322","ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","23360","26073","21"
"Isabella","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23360","26073","44"
"Isabella","MI","H2882","PACE CENTRAL MICHIGAN, INC.","National PACE","National PACE","23360","26073","23"
"Isabella","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23360","26073","121"
"Isabella","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23360","26073","268"
"Isabella","MI","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","23360","26073","184"
"Isabella","MI","H5883","BLUE CARE NETWORK OF MICHIGAN","Local CCP","HMO/HMOPOS","23360","26073","229"
"Isabella","MI","H8087","HUMANADENTAL INSURANCE COMPANY","Local CCP","Local PPO","23360","26073","414"
"Isabella","MI","H8379","PRIORITY HEALTH CHOICE, INC.","Local CCP","HMO/HMOPOS","23360","26073","27"
"Isabella","MI","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","23360","26073","3087"
"Isabella","MI","R3887","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","23360","26073","30"
"Jackson","MI","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","23370","26075","243"
"Jackson","MI","H2320","PRIORITY HEALTH","Local CCP","HMO/HMOPOS","23370","26075","1672"
"Jackson","MI","H2322","ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","23370","26075","75"
"Jackson","MI","H2354","HEALTH ALLIANCE PLAN OF MICHIGAN","Local CCP","HMO/HMOPOS","23370","26075","368"
"Jackson","MI","H2835","THE CASCADE PACE, INC.","National PACE","National PACE","23370","26075","157"
"Jackson","MI","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","23370","26075","195"
"Jackson","MI","H4875","PRIORITY HEALTH","Local CCP","Local PPO","23370","26075","482"
"Jackson","MI","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","23370","26075","520"
